sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm,weight_g,harvest_date,tree_age_years,altitude_m,rainfall_mm,soil_nitrogen_ppm
200,Red Dacca,Costa Rica,2.07,Processing,1.78,Green,17.66,2.27,22.34,128.07,2023-10-17,3.3,1421.0,1131.8,118.4
201,Manzano,Costa Rica,3.54,Premium,5.55,Ripe,21.84,2.99,27.0,131.76,2023-10-29,14.7,553.5,1382.6,189.7
202,Fehi,Philippines,1.29,Unripe,1.15,Green,15.78,2.76,13.92,247.1,2023-10-22,9.2,203.3,1814.8,94.2
203,Manzano,Brazil,1.51,Processing,1.13,Green,17.96,1.37,12.51,189.27,2023-10-21,18.6,777.6,2873.9,123.9
204,Cavendish,Philippines,2.02,Processing,2.94,Turning,15.29,4.36,29.27,202.0,2023-10-27,13.7,168.9,1754.5,100.5
205,Plantain,Costa Rica,2.43,Processing,3.93,Turning,20.18,3.55,12.16,246.02,2023-10-14,3.6,1401.0,2328.1,187.2
206,Burro,Colombia,3.13,Good,5.62,Ripe,21.43,4.27,19.57,144.12,2023-09-25,19.1,275.4,1510.2,24.5
207,Fehi,Costa Rica,2.43,Processing,5.1,Ripe,16.96,4.36,21.71,216.31,2023-09-28,6.7,379.1,1254.1,105.2
208,Plantain,Colombia,2.83,Good,3.68,Turning,21.01,3.87,20.83,153.87,2023-09-07,8.1,610.0,1117.1,140.5
209,Blue Java,Ecuador,1.74,Processing,2.64,Turning,17.05,2.48,11.72,227.82,2023-09-10,9.2,574.7,1610.8,160.5
210,Burro,Costa Rica,3.17,Good,6.98,Overripe,21.38,3.25,11.14,110.71,2023-10-28,2.9,1192.0,1315.3,120.8
211,Manzano,Ecuador,2.35,Processing,3.56,Turning,20.28,1.22,12.11,241.11,2023-10-24,10.9,684.5,1348.0,182.7
212,Manzano,Brazil,2.85,Good,3.71,Turning,20.63,3.53,21.71,117.19,2023-09-04,4.2,256.2,2521.5,189.0
213,Burro,Philippines,1.53,Processing,1.98,Green,15.13,1.31,20.89,135.46,2023-10-06,9.2,400.8,1031.7,22.2
214,Manzano,Colombia,3.03,Good,5.77,Ripe,21.74,3.62,14.67,208.55,2023-10-11,8.3,763.7,2115.6,86.5
215,Red Dacca,Philippines,3.09,Good,5.16,Ripe,20.09,1.53,22.76,146.94,2023-10-29,15.9,221.2,1758.9,14.5
216,Burro,Ecuador,2.13,Processing,2.32,Turning,17.13,1.03,26.4,183.4,2023-10-01,16.5,917.5,2013.1,72.6
217,Plantain,Colombia,1.97,Processing,1.49,Green,20.81,1.24,10.83,155.58,2023-10-14,4.8,848.6,2125.7,112.0
218,Burro,Philippines,2.34,Processing,5.08,Ripe,16.97,0.51,19.96,206.2,2023-10-31,8.6,1072.1,1626.7,183.1
219,Fehi,Costa Rica,3.21,Good,4.93,Ripe,21.11,3.73,23.79,118.82,2023-09-25,8.7,1406.6,1590.2,170.8
220,Manzano,India,1.53,Processing,2.64,Turning,15.79,3.8,15.05,89.94,2023-10-25,4.7,1368.4,2466.8,34.2
221,Red Dacca,Ecuador,3.18,Good,6.71,Overripe,19.93,2.82,16.16,130.99,2023-10-28,16.4,1419.1,2742.6,27.7
222,Red Dacca,Philippines,2.18,Processing,1.91,Green,18.78,1.23,22.27,160.63,2023-10-05,14.7,367.1,1385.2,122.0
223,Blue Java,Ecuador,2.19,Processing,3.59,Turning,15.68,0.88,27.96,108.56,2023-09-18,5.4,197.3,1195.2,111.1
224,Plantain,Guatemala,2.87,Good,6.66,Overripe,16.69,0.59,26.2,140.32,2023-10-04,8.6,453.4,2795.6,60.6
225,Lady Finger,Ecuador,1.86,Processing,3.52,Turning,15.09,1.25,21.66,148.0,2023-09-22,3.9,1342.6,1699.8,180.9
226,Lady Finger,Colombia,2.7,Good,4.83,Ripe,18.28,4.51,24.6,89.76,2023-09-23,13.3,1458.1,2102.6,186.2
227,Burro,Guatemala,2.03,Processing,3.39,Turning,17.11,1.59,17.3,179.16,2023-10-23,4.2,1289.0,1719.1,86.5
228,Blue Java,Honduras,2.5,Processing,2.65,Turning,19.19,2.09,22.82,230.34,2023-10-27,19.7,165.0,1251.6,179.2
229,Cavendish,Colombia,2.75,Good,6.9,Overripe,17.08,0.97,19.32,105.8,2023-10-13,16.1,1421.1,2178.7,83.0
230,Burro,India,1.89,Processing,3.46,Turning,17.1,1.5,13.8,181.63,2023-09-15,9.0,635.0,2050.3,150.0
231,Blue Java,Guatemala,3.47,Good,6.36,Overripe,20.2,2.84,24.03,193.01,2023-10-10,12.4,14.0,1406.0,100.4
232,Plantain,Honduras,1.7,Processing,2.38,Turning,15.34,3.23,21.13,151.29,2023-09-13,18.4,663.6,1903.7,33.3
233,Plantain,Costa Rica,2.45,Processing,2.28,Turning,21.32,1.6,17.17,199.19,2023-10-30,12.0,69.1,2593.9,186.3
234,Plantain,Ecuador,2.59,Good,1.19,Green,20.97,0.76,28.23,149.82,2023-09-03,5.1,815.8,2180.9,96.3
235,Plantain,Philippines,2.55,Good,4.91,Ripe,19.67,2.26,10.42,165.79,2023-10-04,8.8,507.8,1193.8,149.6
236,Plantain,Brazil,2.29,Processing,3.21,Turning,19.15,1.55,16.32,81.25,2023-09-11,17.2,710.2,2096.0,79.8
237,Blue Java,Ecuador,2.98,Good,6.19,Overripe,21.25,1.49,11.14,197.59,2023-10-22,13.6,919.8,2405.5,13.6
238,Blue Java,Honduras,2.17,Processing,3.84,Turning,16.3,4.82,25.33,192.43,2023-10-12,13.7,1303.2,2585.4,29.1
239,Red Dacca,Ecuador,2.74,Good,6.81,Overripe,15.55,3.27,24.04,86.53,2023-10-15,17.6,992.9,2258.2,104.3
240,Fehi,India,1.72,Processing,2.11,Turning,16.68,3.01,16.63,142.6,2023-09-13,18.1,651.1,1305.3,141.1
241,Lady Finger,Costa Rica,3.5,Good,6.21,Overripe,20.56,2.37,23.51,246.44,2023-10-10,18.6,1229.1,2420.3,73.6
242,Manzano,Brazil,2.28,Processing,5.66,Ripe,15.24,2.43,17.92,151.53,2023-09-06,3.7,1358.4,2354.7,142.1
243,Plantain,Guatemala,3.17,Good,5.63,Ripe,19.08,2.93,25.13,165.33,2023-10-18,11.8,179.6,1048.9,142.7
244,Cavendish,Guatemala,3.26,Good,6.07,Overripe,21.97,3.63,19.08,234.69,2023-09-01,15.3,797.9,1823.5,143.7
245,Manzano,Guatemala,3.13,Good,5.57,Ripe,20.99,3.66,18.25,201.93,2023-09-14,15.6,426.8,1665.9,103.6
246,Blue Java,Honduras,2.98,Good,4.76,Ripe,18.65,1.27,28.69,178.95,2023-10-23,12.9,70.6,2338.8,183.8
247,Cavendish,Colombia,1.41,Unripe,1.79,Green,15.45,2.75,15.02,215.63,2023-10-25,5.0,1002.8,1432.3,102.9
248,Cavendish,Colombia,2.09,Processing,1.2,Green,20.82,2.35,12.41,226.94,2023-10-09,16.4,1294.2,2181.7,95.6
249,Cavendish,Philippines,3.08,Good,6.53,Overripe,19.19,4.42,21.69,157.67,2023-10-29,15.0,244.4,2826.4,47.9
250,Red Dacca,Brazil,2.56,Good,4.7,Ripe,15.8,3.34,29.39,160.77,2023-09-06,3.6,1218.6,2595.6,68.5
251,Blue Java,Guatemala,2.33,Processing,5.78,Ripe,15.66,2.9,17.56,145.63,2023-10-12,10.3,1280.1,2842.9,18.0
252,Cavendish,Colombia,2.48,Processing,3.89,Turning,21.37,1.02,11.24,244.34,2023-10-13,5.1,1371.5,2957.0,130.4
253,Plantain,Honduras,2.12,Processing,1.7,Green,19.68,3.23,16.79,198.52,2023-10-31,8.1,397.9,1021.3,57.2
254,Burro,Philippines,2.38,Processing,1.75,Green,20.81,1.03,20.12,94.15,2023-09-09,2.3,1355.9,2245.5,67.8
255,Cavendish,Costa Rica,2.9,Good,5.11,Ripe,21.15,2.02,13.24,226.7,2023-10-20,9.2,481.0,1825.7,156.5
256,Red Dacca,Philippines,2.57,Good,3.58,Turning,19.0,1.14,23.16,161.7,2023-09-25,11.9,828.5,2719.7,72.2
257,Manzano,Colombia,2.53,Good,2.2,Turning,18.62,3.61,29.95,91.69,2023-10-05,13.2,75.8,1503.6,56.0
258,Blue Java,India,2.35,Processing,3.95,Turning,18.01,1.43,19.03,173.45,2023-09-22,13.9,65.8,2962.1,42.1
259,Fehi,Honduras,1.71,Processing,1.39,Green,17.22,2.26,17.09,150.92,2023-10-30,17.1,1080.6,2227.4,157.2
260,Red Dacca,India,2.32,Processing,4.49,Ripe,18.04,4.53,18.01,229.22,2023-09-29,5.9,666.7,2587.1,34.6
261,Cavendish,Guatemala,2.21,Processing,2.61,Turning,20.42,1.42,12.3,114.68,2023-10-05,4.2,384.4,1171.2,96.2
262,Blue Java,India,3.34,Good,5.79,Ripe,19.21,2.79,27.67,220.5,2023-10-27,17.3,285.6,1366.9,106.3
263,Burro,Guatemala,2.69,Good,2.86,Turning,21.25,2.39,18.3,174.81,2023-09-01,4.8,1004.9,2516.8,140.6
264,Cavendish,Guatemala,2.18,Processing,3.73,Turning,18.1,0.58,17.75,89.28,2023-09-30,19.5,0.6,1044.0,130.3
265,Red Dacca,Colombia,2.09,Processing,1.07,Green,19.25,4.07,23.19,245.21,2023-10-31,17.2,1208.8,2633.8,164.0
266,Lady Finger,India,2.01,Processing,1.43,Green,19.42,0.81,18.84,167.14,2023-10-30,11.0,118.9,1027.9,18.5
267,Plantain,Guatemala,2.67,Good,3.35,Turning,19.14,2.63,22.96,129.45,2023-09-12,19.7,287.2,2314.2,66.3
268,Fehi,Brazil,2.39,Processing,3.88,Turning,19.92,3.02,11.23,159.8,2023-10-18,3.8,579.4,1730.2,63.2
269,Manzano,Costa Rica,2.56,Good,4.6,Ripe,16.66,3.33,26.27,225.84,2023-09-27,7.5,727.3,2223.0,37.7
270,Red Dacca,Philippines,2.59,Good,2.75,Turning,18.59,3.6,28.81,131.83,2023-10-29,13.5,532.5,2392.1,64.9
271,Blue Java,Philippines,2.39,Processing,5.17,Ripe,15.73,1.64,22.98,112.75,2023-09-22,8.3,481.1,1685.0,68.9
272,Fehi,Colombia,3.05,Good,6.16,Overripe,17.69,0.54,29.09,101.94,2023-10-27,18.7,1445.9,1215.9,109.2
273,Fehi,India,2.5,Processing,5.68,Ripe,18.41,3.76,13.03,130.64,2023-10-03,3.2,962.4,1139.3,136.1
274,Fehi,India,2.15,Processing,1.24,Green,19.57,2.91,19.55,212.61,2023-09-30,11.9,35.1,2177.9,82.4
275,Cavendish,Guatemala,2.88,Good,3.88,Turning,21.65,4.26,22.04,160.18,2023-09-03,12.6,645.3,2041.3,146.7
276,Plantain,Honduras,2.12,Processing,1.63,Green,19.2,4.2,21.63,118.67,2023-10-31,13.7,1312.5,2484.4,73.9
277,Cavendish,Ecuador,2.3,Processing,2.45,Turning,20.21,4.29,18.03,108.25,2023-10-30,6.6,452.2,2019.5,65.2
278,Blue Java,Guatemala,3.03,Good,6.92,Overripe,18.54,2.68,16.76,136.56,2023-09-06,8.6,141.8,1844.9,112.8
279,Cavendish,Costa Rica,1.96,Processing,1.85,Green,19.44,2.0,12.54,239.79,2023-09-05,17.2,1137.6,1796.2,14.5
280,Lady Finger,Brazil,1.84,Processing,3.99,Turning,15.5,4.06,17.83,138.31,2023-09-27,5.5,909.0,1052.9,25.2
281,Plantain,Philippines,2.17,Processing,4.71,Ripe,16.78,2.53,13.25,247.98,2023-09-27,16.9,855.5,1671.1,89.4
282,Plantain,Guatemala,2.73,Good,5.21,Ripe,17.53,1.33,24.69,162.49,2023-09-26,12.1,80.4,2952.0,189.2
283,Blue Java,Ecuador,2.21,Processing,4.36,Ripe,18.31,4.35,14.18,110.46,2023-10-05,15.7,210.7,2747.1,147.1
284,Manzano,Ecuador,0.92,Unripe,1.06,Green,15.32,4.47,11.17,231.49,2023-10-01,14.8,933.8,1658.8,26.7
285,Lady Finger,Guatemala,1.99,Processing,2.96,Turning,15.98,2.6,21.05,158.26,2023-09-17,5.7,311.7,2175.6,170.8
286,Red Dacca,Colombia,2.26,Processing,4.11,Ripe,16.94,0.84,21.9,200.64,2023-10-29,12.2,756.1,2694.6,149.1
287,Cavendish,Philippines,2.78,Good,1.53,Green,21.8,2.25,27.44,247.23,2023-09-23,17.6,817.3,1882.5,126.1
288,Burro,Colombia,2.11,Processing,3.1,Turning,17.32,4.12,21.54,88.53,2023-10-31,9.8,425.3,1035.9,165.9
289,Cavendish,Brazil,1.67,Processing,1.2,Green,18.37,4.56,16.91,96.44,2023-09-28,19.4,1422.6,1149.0,86.8
290,Fehi,Ecuador,1.86,Processing,1.47,Green,16.37,1.42,26.06,202.48,2023-09-22,10.1,1263.7,2020.8,52.1
291,Cavendish,Ecuador,2.45,Processing,3.38,Turning,19.28,0.8,20.81,127.91,2023-10-06,4.6,1083.6,2938.9,107.3
292,Red Dacca,Costa Rica,1.36,Unripe,1.8,Green,16.96,4.45,11.59,111.33,2023-10-02,9.0,117.0,2386.4,114.3
293,Cavendish,Brazil,2.35,Processing,4.41,Ripe,16.45,2.25,21.32,86.69,2023-10-06,19.1,159.2,1141.8,112.3
294,Lady Finger,Ecuador,3.11,Good,5.14,Ripe,18.62,2.94,28.16,83.71,2023-10-12,7.8,739.2,1378.7,117.4
295,Lady Finger,Brazil,2.05,Processing,5.8,Ripe,15.04,4.86,17.93,211.66,2023-10-31,17.6,241.1,2542.6,190.3
296,Plantain,Philippines,1.32,Unripe,2.2,Turning,15.05,0.8,15.93,102.85,2023-10-28,17.9,1467.4,2682.9,181.4
297,Blue Java,India,1.48,Unripe,2.0,Green,16.53,3.42,12.87,159.51,2023-09-23,8.3,237.8,2235.4,176.4
298,Manzano,Ecuador,1.12,Unripe,1.63,Green,15.26,0.83,13.03,183.0,2023-09-19,3.5,731.2,2288.8,162.3
299,Burro,Costa Rica,2.21,Processing,4.82,Ripe,15.76,2.19,18.66,152.82,2023-09-22,15.0,546.2,1056.7,189.3
300,Fehi,Philippines,2.56,Good,5.24,Ripe,17.37,4.12,21.91,84.61,2023-10-21,7.6,959.1,2657.1,28.7
301,Cavendish,Guatemala,2.03,Processing,1.19,Green,20.62,2.45,11.61,213.2,2023-10-26,16.1,193.6,2576.6,60.4
302,Cavendish,Brazil,3.29,Good,6.62,Overripe,19.0,4.99,28.79,81.79,2023-09-17,10.0,645.5,1518.1,104.1
303,Red Dacca,Guatemala,2.21,Processing,1.31,Green,18.59,3.02,25.1,209.52,2023-10-14,10.7,412.1,2417.4,170.8
304,Blue Java,Colombia,2.41,Processing,4.25,Ripe,17.05,1.95,21.73,231.86,2023-10-14,16.0,1331.6,1429.7,106.0
305,Lady Finger,Philippines,3.41,Good,5.25,Ripe,21.52,1.49,26.57,153.58,2023-09-03,8.9,60.9,1080.7,152.1
306,Burro,Guatemala,2.53,Good,6.23,Overripe,17.78,2.08,11.6,171.04,2023-10-11,10.0,1370.6,1402.3,36.4
307,Plantain,Honduras,2.31,Processing,5.28,Ripe,15.61,2.18,19.54,161.09,2023-10-03,8.8,1249.5,1357.3,58.0
308,Lady Finger,Honduras,3.02,Good,5.81,Ripe,19.32,0.81,22.6,146.17,2023-10-23,8.6,446.4,1675.5,149.0
309,Fehi,Ecuador,2.17,Processing,3.04,Turning,15.8,2.16,26.57,230.86,2023-09-07,11.5,1183.9,1836.9,41.3
310,Blue Java,Brazil,3.0,Good,5.89,Ripe,17.42,2.59,25.67,231.97,2023-09-27,16.6,46.8,2017.1,76.8
311,Fehi,India,1.78,Processing,1.48,Green,18.55,3.75,15.54,137.09,2023-09-30,8.5,1450.3,1953.5,60.3
312,Manzano,Philippines,3.73,Premium,6.37,Overripe,21.12,3.46,28.82,184.56,2023-09-07,11.4,789.9,1541.3,76.5
313,Plantain,Ecuador,2.21,Processing,4.29,Ripe,18.45,3.69,12.49,237.57,2023-10-06,14.1,454.9,1058.3,144.6
314,Manzano,Costa Rica,3.3,Good,5.9,Ripe,19.92,0.54,27.5,243.55,2023-10-27,6.8,543.9,2210.2,79.9
315,Red Dacca,Colombia,3.22,Good,3.71,Turning,21.95,1.48,29.42,166.52,2023-09-01,7.0,99.6,1791.5,115.5
316,Fehi,Brazil,1.97,Processing,4.86,Ripe,15.92,3.48,13.54,156.98,2023-10-13,18.8,1484.0,1597.3,29.0
317,Red Dacca,Philippines,2.51,Good,4.16,Ripe,16.92,2.68,24.44,127.38,2023-09-29,15.0,58.9,2733.9,163.0
318,Cavendish,Honduras,2.17,Processing,5.39,Ripe,17.76,0.52,10.81,243.01,2023-10-08,12.4,982.4,2493.5,80.3
319,Manzano,Philippines,1.75,Processing,1.49,Green,17.95,4.12,18.11,104.28,2023-10-23,13.7,664.1,2715.5,133.2
320,Blue Java,India,1.82,Processing,1.36,Green,17.88,3.98,20.33,178.57,2023-09-17,2.5,1423.4,1990.0,147.8
321,Fehi,Honduras,2.71,Good,2.48,Turning,21.35,2.97,21.61,128.03,2023-10-01,13.1,369.0,1261.9,49.8
322,Burro,India,2.6,Good,1.96,Green,20.0,0.8,28.72,127.43,2023-10-11,11.2,798.1,2392.4,178.1
323,Plantain,Costa Rica,3.15,Good,6.23,Overripe,19.26,3.95,23.45,148.84,2023-10-19,11.8,723.5,1412.1,127.1
324,Lady Finger,Colombia,1.95,Processing,2.32,Turning,17.17,3.13,19.63,249.79,2023-10-08,8.5,1054.3,1882.5,91.5
325,Blue Java,Costa Rica,3.63,Premium,6.86,Overripe,20.77,4.02,26.19,89.34,2023-10-25,3.5,102.0,1130.0,44.6
326,Blue Java,Ecuador,3.03,Good,3.02,Turning,21.69,3.88,29.01,178.35,2023-09-24,5.5,290.7,2650.6,189.0
327,Red Dacca,Ecuador,2.03,Processing,2.09,Turning,20.75,4.11,10.44,94.04,2023-10-08,19.1,321.8,1251.9,153.5
328,Manzano,Costa Rica,2.7,Good,5.74,Ripe,15.01,2.83,29.65,106.27,2023-10-18,9.4,1107.2,2806.2,49.5
329,Fehi,Colombia,2.46,Processing,4.95,Ripe,19.45,1.13,11.72,154.73,2023-10-15,10.4,283.7,2728.5,74.2
330,Fehi,Costa Rica,2.21,Processing,3.99,Turning,15.36,3.52,26.29,166.78,2023-10-01,2.9,860.2,1929.2,163.8
331,Cavendish,Colombia,2.11,Processing,4.33,Ripe,16.8,3.29,15.61,123.99,2023-09-17,2.7,322.9,2488.7,142.2
332,Cavendish,Colombia,1.91,Processing,5.32,Ripe,15.42,3.84,12.64,133.8,2023-09-06,14.9,1292.4,2238.9,155.5
333,Plantain,Guatemala,2.21,Processing,2.37,Turning,19.23,1.26,18.8,94.78,2023-10-22,11.7,1413.3,2606.2,93.8
334,Red Dacca,Honduras,3.4,Good,6.98,Overripe,19.81,1.38,22.88,131.55,2023-09-18,11.2,777.7,1863.6,146.1
335,Blue Java,Brazil,2.41,Processing,6.85,Overripe,15.8,4.51,17.62,244.31,2023-09-08,6.4,528.5,2571.6,83.4
336,Fehi,Colombia,2.13,Processing,4.9,Ripe,17.69,3.87,11.09,240.6,2023-10-18,15.4,351.1,1924.9,50.1
337,Burro,India,2.04,Processing,2.2,Turning,18.19,4.59,21.99,136.93,2023-10-04,5.0,74.7,2881.9,130.2
338,Red Dacca,Colombia,2.83,Good,5.08,Ripe,17.58,3.91,28.05,177.05,2023-10-02,5.4,402.8,1972.7,195.4
339,Plantain,Colombia,1.47,Unripe,1.43,Green,15.85,3.19,17.66,234.63,2023-10-26,10.3,981.4,1925.2,69.0
340,Plantain,Colombia,1.6,Processing,1.18,Green,17.93,3.44,14.33,81.05,2023-09-25,7.2,800.4,2570.1,97.6
341,Red Dacca,Guatemala,2.34,Processing,2.55,Turning,20.26,4.5,18.85,217.82,2023-09-15,6.5,1416.1,2643.2,138.1
342,Plantain,Honduras,1.62,Processing,3.78,Turning,15.5,3.1,10.97,241.22,2023-09-29,13.6,594.4,2109.0,112.9
343,Red Dacca,Guatemala,2.71,Good,6.21,Overripe,15.56,3.35,26.41,95.53,2023-10-27,13.7,1040.8,1359.6,170.3
344,Lady Finger,Ecuador,2.82,Good,5.36,Ripe,17.48,1.2,26.53,107.45,2023-10-25,16.8,734.0,1935.5,154.7
345,Red Dacca,Guatemala,3.35,Good,5.46,Ripe,21.59,2.63,21.76,243.33,2023-09-12,9.5,768.9,2936.1,21.1
346,Manzano,India,2.45,Processing,3.55,Turning,19.68,3.72,17.06,171.38,2023-10-27,3.3,401.7,2506.0,199.7
347,Red Dacca,India,2.77,Good,3.08,Turning,19.75,1.72,26.0,82.41,2023-10-18,6.9,682.4,2622.3,153.0
348,Plantain,Guatemala,2.2,Processing,3.23,Turning,17.53,1.41,21.09,123.8,2023-09-07,19.6,706.2,1065.7,174.1
349,Fehi,Honduras,3.48,Good,6.93,Overripe,19.16,1.91,26.52,156.49,2023-10-30,12.7,1060.0,1935.7,133.7
350,Manzano,Costa Rica,1.47,Unripe,1.24,Green,15.07,1.59,22.63,197.79,2023-10-19,14.8,1411.0,2293.2,172.7
351,Plantain,Brazil,3.31,Good,6.2,Overripe,19.45,1.47,25.69,204.64,2023-10-08,2.1,494.0,2660.1,31.4
352,Cavendish,Honduras,3.16,Good,4.47,Ripe,21.39,2.41,21.97,249.22,2023-09-26,11.3,63.3,1098.5,76.1
353,Cavendish,Guatemala,2.36,Processing,3.63,Turning,19.29,4.59,18.28,128.88,2023-09-29,2.7,744.4,2704.9,176.5
354,Fehi,Colombia,3.61,Premium,5.35,Ripe,21.12,2.78,29.16,171.5,2023-10-19,12.2,816.7,2096.8,48.3
355,Fehi,Philippines,2.75,Good,3.92,Turning,20.07,1.35,20.82,170.67,2023-10-13,18.6,252.7,1394.6,24.9
356,Manzano,Brazil,2.51,Good,6.24,Overripe,15.84,0.85,22.1,148.96,2023-09-13,19.4,1140.7,1634.5,159.7
357,Lady Finger,Brazil,3.14,Good,6.4,Overripe,21.32,3.63,14.41,108.76,2023-09-01,11.7,1477.4,1563.9,168.7
358,Fehi,India,2.06,Processing,3.53,Turning,15.47,2.22,22.51,246.17,2023-09-14,10.2,1418.7,2061.7,40.9
359,Cavendish,Brazil,2.24,Processing,2.66,Turning,18.74,4.2,21.43,225.06,2023-10-13,19.0,295.7,1103.4,172.3
360,Red Dacca,Guatemala,1.93,Processing,4.55,Ripe,15.99,3.47,13.7,164.72,2023-10-09,14.1,1313.0,1317.1,140.5
361,Plantain,Colombia,2.0,Processing,6.47,Overripe,15.08,4.08,11.19,182.55,2023-09-24,3.2,1056.7,2625.4,108.8
362,Cavendish,Colombia,2.15,Processing,2.26,Turning,17.95,1.72,22.09,118.63,2023-09-05,10.4,680.8,1265.2,167.7
363,Cavendish,Ecuador,2.59,Good,4.74,Ripe,17.07,3.62,25.27,172.44,2023-10-17,6.3,810.9,1466.8,89.7
364,Lady Finger,Colombia,2.66,Good,4.79,Ripe,18.4,1.69,20.47,198.14,2023-10-26,10.5,1274.4,1906.7,46.9
365,Manzano,Honduras,2.51,Good,5.4,Ripe,19.04,4.73,14.54,167.58,2023-10-29,10.2,720.2,2034.2,64.1
366,Manzano,Colombia,1.66,Processing,1.79,Green,15.31,3.36,23.33,248.35,2023-09-27,12.5,559.8,2527.2,106.0
367,Blue Java,India,2.01,Processing,5.29,Ripe,15.86,1.96,11.6,183.93,2023-09-04,8.4,739.9,1894.7,111.0
368,Lady Finger,Colombia,3.02,Good,6.45,Overripe,18.91,1.71,18.84,143.07,2023-10-11,5.0,868.7,2579.7,163.1
369,Red Dacca,Ecuador,1.63,Processing,2.08,Turning,17.4,1.36,13.27,211.27,2023-09-04,11.1,283.6,2236.7,160.4
370,Manzano,Philippines,2.17,Processing,2.43,Turning,20.1,3.63,13.69,108.98,2023-10-23,16.9,1351.4,1226.2,120.5
371,Plantain,Guatemala,2.99,Good,6.83,Overripe,19.57,1.48,14.05,145.37,2023-09-16,14.0,1011.3,1312.7,158.3
372,Fehi,India,2.45,Processing,2.09,Turning,20.92,3.18,17.73,138.98,2023-10-21,8.1,949.9,1874.1,46.4
373,Lady Finger,Honduras,2.79,Good,6.13,Overripe,19.85,1.69,11.02,153.41,2023-09-25,18.8,149.2,1793.8,19.5
374,Fehi,Philippines,2.31,Processing,3.95,Turning,18.01,3.48,17.96,212.9,2023-10-29,18.4,906.3,2487.1,176.0
375,Cavendish,India,2.32,Processing,2.48,Turning,19.71,4.17,20.23,162.31,2023-09-01,5.8,181.4,2161.5,24.4
376,Plantain,Costa Rica,2.6,Good,6.22,Overripe,16.93,4.0,19.67,214.98,2023-10-31,2.7,118.0,1776.3,56.9
377,Plantain,Brazil,2.06,Processing,3.67,Turning,17.14,3.92,17.66,178.0,2023-09-21,15.3,791.0,1341.5,142.1
378,Cavendish,Costa Rica,3.09,Good,4.09,Ripe,20.52,1.34,26.78,138.15,2023-09-20,16.9,604.2,1453.7,87.8
379,Lady Finger,Colombia,1.91,Processing,3.16,Turning,18.12,0.9,12.91,217.7,2023-09-23,19.4,883.2,2151.0,176.5
380,Cavendish,Philippines,2.93,Good,4.56,Ripe,20.59,3.65,20.11,120.51,2023-09-23,18.0,133.8,1846.9,66.6
381,Fehi,Colombia,2.17,Processing,1.98,Green,20.76,2.16,11.24,118.15,2023-09-20,12.8,646.5,2029.9,12.3
382,Blue Java,Brazil,2.52,Good,3.35,Turning,21.0,2.45,11.42,165.77,2023-09-13,11.5,262.2,1341.4,67.1
383,Plantain,India,3.44,Good,6.82,Overripe,21.42,0.64,21.48,124.34,2023-10-06,2.5,1480.7,2325.8,119.8
384,Burro,Brazil,2.18,Processing,2.55,Turning,18.02,1.67,21.32,81.54,2023-09-11,6.4,841.7,2705.1,81.4
385,Burro,Ecuador,2.68,Good,4.94,Ripe,17.23,0.65,27.56,190.21,2023-09-21,10.3,1031.2,1515.9,111.6
386,Fehi,Brazil,2.32,Processing,2.95,Turning,19.08,4.46,21.16,166.89,2023-10-26,13.3,488.1,1983.0,176.6
387,Red Dacca,Ecuador,3.04,Good,5.64,Ripe,17.6,1.6,29.2,155.74,2023-10-19,12.0,142.1,2951.1,183.4
388,Manzano,Brazil,1.85,Processing,1.79,Green,19.21,3.01,10.97,244.38,2023-10-06,15.4,1463.8,1666.5,60.5
389,Cavendish,Guatemala,2.88,Good,6.82,Overripe,19.94,0.68,11.96,177.1,2023-09-30,7.0,429.4,2190.1,97.8
390,Cavendish,Ecuador,2.28,Processing,3.72,Turning,19.82,3.5,10.88,226.78,2023-09-21,12.2,635.7,1180.4,114.3
391,Red Dacca,Philippines,1.81,Processing,2.42,Turning,17.62,1.95,13.71,103.71,2023-09-24,3.6,974.8,2212.0,190.3
392,Red Dacca,Colombia,1.51,Processing,1.44,Green,16.17,4.54,20.83,176.77,2023-09-18,9.4,37.0,1179.3,199.7
393,Fehi,Honduras,2.02,Processing,2.02,Turning,18.01,4.5,22.91,227.56,2023-09-05,15.5,1215.4,2918.5,54.7
394,Fehi,Colombia,1.77,Processing,4.12,Ripe,16.0,1.96,10.91,179.13,2023-10-06,14.5,804.9,2431.3,148.1
395,Red Dacca,Costa Rica,2.96,Good,3.02,Turning,21.23,4.55,28.92,202.06,2023-09-09,19.8,417.3,2576.3,81.8
396,Plantain,Colombia,2.82,Good,5.97,Ripe,17.42,4.98,26.84,143.25,2023-10-18,7.0,92.4,2408.2,11.5
397,Fehi,India,1.76,Processing,3.59,Turning,16.08,4.21,15.93,95.72,2023-09-12,11.0,243.7,2179.5,11.8
398,Blue Java,Guatemala,1.21,Unripe,2.49,Turning,15.18,4.3,11.54,157.84,2023-10-21,7.9,1342.6,1899.8,97.5
399,Fehi,Brazil,2.54,Good,4.7,Ripe,19.52,1.62,13.4,147.06,2023-09-07,9.9,1029.0,2716.7,102.8
400,Cavendish,Costa Rica,2.63,Good,5.24,Ripe,19.46,3.1,12.54,227.4,2023-10-07,17.4,374.9,2913.7,14.3
